,Height,Weight,Medal_Counts,Percentage_Win_H,Percentage_Win_W
248,181,77,36,4.068732353840344,3.8651125902277905
249,182,83,36,4.091211538115705,4.166290194661125
250,188,85,36,4.226086643767871,4.266682729472237
251,188,79,36,4.226086643767871,3.965505125038902
252,162,60,35,3.6416278526084844,3.0117760443333434
253,170,54,35,3.821461326811373,2.7105984399000094
254,170,75,35,3.821461326811373,3.7647200554166793
255,175,60,35,3.9338572481881777,3.0117760443333434
256,176,63,35,3.9563364324635386,3.1623648465500103
257,178,79,35,4.001294801014261,3.965505125038902
258,179,70,35,4.023773985289622,3.513738718388901
259,180,84,35,4.046253169564983,4.216486462066681
260,185,89,35,4.158649090941788,4.467467799094459
261,186,78,35,4.181128275217149,3.9153088576333466
262,186,81,35,4.181128275217149,4.065897659850013
263,190,89,35,4.271045012318592,4.467467799094459
264,172,61,34,3.8664196953620946,3.061972311738899
265,173,69,34,3.8888988796374555,3.463542450983345
266,174,63,34,3.911378063912817,3.1623648465500103
267,175,80,34,3.9338572481881777,4.015701392444458
268,177,71,34,3.9788156167388995,3.563934985794456
269,177,80,34,3.9788156167388995,4.015701392444458
270,180,65,34,4.046253169564983,3.262757381361122
271,182,85,34,4.091211538115705,4.266682729472237
272,183,90,34,4.113690722391066,4.517664066500015
273,184,84,34,4.136169906666427,4.216486462066681
274,186,84,34,4.181128275217149,4.216486462066681
275,188,89,34,4.226086643767871,4.467467799094459
276,190,84,34,4.271045012318592,4.216486462066681
277,163,63,33,3.6641070368838453,3.1623648465500103
278,165,63,33,3.709065405434568,3.1623648465500103
279,167,65,33,3.7540237739852897,3.262757381361122
280,169,64,33,3.798982142536012,3.2125611139555663
281,171,68,33,3.8439405110867337,3.413346183577789
282,175,61,33,3.9338572481881777,3.061972311738899
283,176,71,33,3.9563364324635386,3.563934985794456
284,181,70,33,4.068732353840344,3.513738718388901
285,184,79,33,4.136169906666427,3.965505125038902
286,185,90,33,4.158649090941788,4.517664066500015
287,185,72,33,4.158649090941788,3.614131253200012
288,186,85,33,4.181128275217149,4.266682729472237
289,186,90,33,4.181128275217149,4.517664066500015
290,188,75,33,4.226086643767871,3.7647200554166793
291,190,93,33,4.271045012318592,4.668252868716682
292,160,56,32,3.5966694840577627,2.8109909747111206
293,162,52,32,3.6416278526084844,2.6102059050888977
294,165,66,32,3.709065405434568,3.312953648766678
295,165,64,32,3.709065405434568,3.2125611139555663
297,168,68,32,3.7765029582606506,3.413346183577789
298,172,71,32,3.8664196953620946,3.563934985794456
299,174,60,32,3.911378063912817,3.0117760443333434
300,175,77,32,3.9338572481881777,3.8651125902277905
301,176,66,32,3.9563364324635386,3.312953648766678
302,179,80,32,4.023773985289622,4.015701392444458
303,181,81,32,4.068732353840344,4.065897659850013
304,186,83,32,4.181128275217149,4.166290194661125
305,165,65,31,3.709065405434568,3.262757381361122
306,169,66,31,3.798982142536012,3.312953648766678
307,171,65,31,3.8439405110867337,3.262757381361122
308,179,82,31,4.023773985289622,4.116093927255569
309,180,64,31,4.046253169564983,3.2125611139555663
310,188,78,31,4.226086643767871,3.9153088576333466
311,188,83,31,4.226086643767871,4.166290194661125
312,190,92,31,4.271045012318592,4.618056601311126
313,192,92,31,4.316003380869315,4.618056601311126
314,193,86,31,4.338482565144676,4.316878996877793
315,160,60,30,3.5966694840577627,3.0117760443333434
316,161,52,30,3.6191486683331235,2.6102059050888977
317,162,55,30,3.6416278526084844,2.7607947073055645
318,163,60,30,3.6641070368838453,3.0117760443333434
319,172,59,30,3.8664196953620946,2.9615797769277874
320,173,71,30,3.8888988796374555,3.563934985794456
321,174,67,30,3.911378063912817,3.363149916172233
322,175,69,30,3.9338572481881777,3.463542450983345
323,175,74,30,3.9338572481881777,3.7145237880111237
324,177,76,30,3.9788156167388995,3.814916322822235
325,178,63,30,4.001294801014261,3.1623648465500103
326,178,83,30,4.001294801014261,4.166290194661125
327,181,80,30,4.068732353840344,4.015701392444458
328,184,77,30,4.136169906666427,3.8651125902277905
329,184,73,30,4.136169906666427,3.6643275206055677
330,185,76,30,4.158649090941788,3.814916322822235
331,185,74,30,4.158649090941788,3.7145237880111237
332,185,70,30,4.158649090941788,3.513738718388901
333,186,86,30,4.181128275217149,4.316878996877793
334,187,90,30,4.20360745949251,4.517664066500015
335,190,87,30,4.271045012318592,4.367075264283348
336,158,48,29,3.5517111155070404,2.409420835466675
337,160,50,29,3.5966694840577627,2.509813370277786
338,162,53,29,3.6416278526084844,2.6604021724944533
339,163,55,29,3.6641070368838453,2.7607947073055645
340,166,56,29,3.731544589709929,2.8109909747111206
341,171,66,29,3.8439405110867337,3.312953648766678
342,173,72,29,3.8888988796374555,3.614131253200012
343,176,80,29,3.9563364324635386,4.015701392444458
344,177,67,29,3.9788156167388995,3.363149916172233
345,180,90,29,4.046253169564983,4.517664066500015
346,181,76,29,4.068732353840344,3.814916322822235
347,182,84,29,4.091211538115705,4.216486462066681
348,182,90,29,4.091211538115705,4.517664066500015
349,185,91,29,4.158649090941788,4.56786033390557
350,187,87,29,4.20360745949251,4.367075264283348
351,188,87,29,4.226086643767871,4.367075264283348
352,188,95,29,4.226086643767871,4.768645403527794
353,190,100,29,4.271045012318592,5.019626740555572
354,191,86,29,4.293524196593954,4.316878996877793
355,161,57,28,3.6191486683331235,2.861187242116676
356,164,58,28,3.686586221159206,2.9113835095222322
357,164,59,28,3.686586221159206,2.9615797769277874
358,165,68,28,3.709065405434568,3.413346183577789
359,165,61,28,3.709065405434568,3.061972311738899
360,171,71,28,3.8439405110867337,3.563934985794456
361,172,73,28,3.8664196953620946,3.6643275206055677
362,172,57,28,3.8664196953620946,2.861187242116676
363,173,74,28,3.8888988796374555,3.7145237880111237
364,173,62,28,3.8888988796374555,3.112168579144455
366,179,79,28,4.023773985289622,3.965505125038902
367,179,85,28,4.023773985289622,4.266682729472237
368,184,74,28,4.136169906666427,3.7145237880111237
369,184,76,28,4.136169906666427,3.814916322822235
370,184,90,28,4.136169906666427,4.517664066500015
371,184,85,28,4.136169906666427,4.266682729472237
372,185,92,28,4.158649090941788,4.618056601311126
373,191,80,28,4.293524196593954,4.015701392444458
374,193,89,28,4.338482565144676,4.467467799094459
375,196,90,28,4.405920117970759,4.517664066500015
376,163,54,27,3.6641070368838453,2.7105984399000094
377,164,60,27,3.686586221159206,3.0117760443333434
378,165,52,27,3.709065405434568,2.6102059050888977
379,167,66,27,3.7540237739852897,3.312953648766678
380,167,64,27,3.7540237739852897,3.2125611139555663
381,169,59,27,3.798982142536012,2.9615797769277874
382,169,62,27,3.798982142536012,3.112168579144455
383,173,75,27,3.8888988796374555,3.7647200554166793
384,177,73,27,3.9788156167388995,3.6643275206055677
385,178,84,27,4.001294801014261,4.216486462066681
386,180,60,27,4.046253169564983,3.0117760443333434
387,181,82,27,4.068732353840344,4.116093927255569
388,190,78,27,4.271045012318592,3.9153088576333466
389,160,48,26,3.5966694840577627,2.409420835466675
390,166,55,26,3.731544589709929,2.7607947073055645
391,167,56,26,3.7540237739852897,2.8109909747111206
392,167,68,26,3.7540237739852897,3.413346183577789
393,167,62,26,3.7540237739852897,3.112168579144455
394,168,66,26,3.7765029582606506,3.312953648766678
395,169,61,26,3.798982142536012,3.061972311738899
396,170,71,26,3.821461326811373,3.563934985794456
397,171,67,26,3.8439405110867337,3.363149916172233
398,172,75,26,3.8664196953620946,3.7647200554166793
399,176,60,26,3.9563364324635386,3.0117760443333434
400,179,78,26,4.023773985289622,3.9153088576333466
401,181,79,26,4.068732353840344,3.965505125038902
402,181,74,26,4.068732353840344,3.7145237880111237
403,182,71,26,4.091211538115705,3.563934985794456
404,183,71,26,4.113690722391066,3.563934985794456
405,184,86,26,4.136169906666427,4.316878996877793
406,185,88,26,4.158649090941788,4.417271531688904
407,187,82,26,4.20360745949251,4.116093927255569
408,191,91,26,4.293524196593954,4.56786033390557
409,193,80,26,4.338482565144676,4.015701392444458
410,195,90,26,4.3834409336953986,4.517664066500015
411,157,52,25,3.5292319312316796,2.6102059050888977
412,164,52,25,3.686586221159206,2.6102059050888977
413,166,63,25,3.731544589709929,3.1623648465500103
414,167,67,25,3.7540237739852897,3.363149916172233
415,171,73,25,3.8439405110867337,3.6643275206055677
416,177,69,25,3.9788156167388995,3.463542450983345
417,180,83,25,4.046253169564983,4.166290194661125
418,182,81,25,4.091211538115705,4.065897659850013
419,183,88,25,4.113690722391066,4.417271531688904
420,190,91,25,4.271045012318592,4.56786033390557
421,191,87,25,4.293524196593954,4.367075264283348
422,193,90,25,4.338482565144676,4.517664066500015
423,195,95,25,4.3834409336953986,4.768645403527794
424,158,50,24,3.5517111155070404,2.509813370277786
425,162,57,24,3.6416278526084844,2.861187242116676
426,162,48,24,3.6416278526084844,2.409420835466675
427,163,58,24,3.6641070368838453,2.9113835095222322
428,164,57,24,3.686586221159206,2.861187242116676
429,167,55,24,3.7540237739852897,2.7607947073055645
430,168,67,24,3.7765029582606506,3.363149916172233
431,169,57,24,3.798982142536012,2.861187242116676
432,169,65,24,3.798982142536012,3.262757381361122
433,173,77,24,3.8888988796374555,3.8651125902277905
434,174,71,24,3.911378063912817,3.563934985794456
435,175,58,24,3.9338572481881777,2.9113835095222322
436,175,76,24,3.9338572481881777,3.814916322822235
437,176,78,24,3.9563364324635386,3.9153088576333466
438,177,64,24,3.9788156167388995,3.2125611139555663
439,186,76,24,4.181128275217149,3.814916322822235
440,188,91,24,4.226086643767871,4.56786033390557
441,188,90,24,4.226086643767871,4.517664066500015
442,189,83,24,4.2485658280432315,4.166290194661125
443,190,80,24,4.271045012318592,4.015701392444458
444,191,90,24,4.293524196593954,4.517664066500015
445,192,88,24,4.316003380869315,4.417271531688904
446,192,85,24,4.316003380869315,4.266682729472237
447,193,96,24,4.338482565144676,4.81884167093335
448,194,90,24,4.360961749420037,4.517664066500015
449,162,51,23,3.6416278526084844,2.5600096376833417
450,163,61,23,3.6641070368838453,3.061972311738899
451,169,70,23,3.798982142536012,3.513738718388901
452,171,58,23,3.8439405110867337,2.9113835095222322
453,173,58,23,3.8888988796374555,2.9113835095222322
454,175,79,23,3.9338572481881777,3.965505125038902
455,177,65,23,3.9788156167388995,3.262757381361122
456,178,86,23,4.001294801014261,4.316878996877793
457,179,77,23,4.023773985289622,3.8651125902277905
458,180,63,23,4.046253169564983,3.1623648465500103
459,184,88,23,4.136169906666427,4.417271531688904
460,185,68,23,4.158649090941788,3.413346183577789
461,186,72,23,4.181128275217149,3.614131253200012
462,190,77,23,4.271045012318592,3.8651125902277905
463,191,84,23,4.293524196593954,4.216486462066681
464,193,95,23,4.338482565144676,4.768645403527794
465,198,100,23,4.450878486521481,5.019626740555572
466,200,100,23,4.495836855072203,5.019626740555572
467,162,50,22,3.6416278526084844,2.509813370277786
468,169,67,22,3.798982142536012,3.363149916172233
469,170,74,22,3.821461326811373,3.7145237880111237
470,172,58,22,3.8664196953620946,2.9113835095222322
471,176,76,22,3.9563364324635386,3.814916322822235
472,180,88,22,4.046253169564983,4.417271531688904
473,181,68,22,4.068732353840344,3.413346183577789
474,187,79,22,4.20360745949251,3.965505125038902
475,190,83,22,4.271045012318592,4.166290194661125
476,196,95,22,4.405920117970759,4.768645403527794
477,158,52,21,3.5517111155070404,2.6102059050888977
478,160,49,21,3.5966694840577627,2.4596171028722305
479,162,54,21,3.6416278526084844,2.7105984399000094
480,166,62,21,3.731544589709929,3.112168579144455
481,167,52,21,3.7540237739852897,2.6102059050888977
482,169,55,21,3.798982142536012,2.7607947073055645
483,171,72,21,3.8439405110867337,3.614131253200012
485,174,57,21,3.911378063912817,2.861187242116676
486,178,60,21,4.001294801014261,3.0117760443333434
487,182,86,21,4.091211538115705,4.316878996877793
488,185,93,21,4.158649090941788,4.668252868716682
489,186,88,21,4.181128275217149,4.417271531688904
490,187,75,21,4.20360745949251,3.7647200554166793
491,187,86,21,4.20360745949251,4.316878996877793
492,187,85,21,4.20360745949251,4.266682729472237
493,188,100,21,4.226086643767871,5.019626740555572
494,191,89,21,4.293524196593954,4.467467799094459
495,193,85,21,4.338482565144676,4.266682729472237
496,163,64,20,3.6641070368838453,3.2125611139555663
497,165,53,20,3.709065405434568,2.6604021724944533
498,167,54,20,3.7540237739852897,2.7105984399000094
499,169,58,20,3.798982142536012,2.9113835095222322
500,171,59,20,3.8439405110867337,2.9615797769277874
501,171,62,20,3.8439405110867337,3.112168579144455
502,174,78,20,3.911378063912817,3.9153088576333466
503,176,85,20,3.9563364324635386,4.266682729472237
504,178,62,20,4.001294801014261,3.112168579144455
505,179,68,20,4.023773985289622,3.413346183577789
506,182,74,20,4.091211538115705,3.7145237880111237
507,183,93,20,4.113690722391066,4.668252868716682
508,185,95,20,4.158649090941788,4.768645403527794
509,190,79,20,4.271045012318592,3.965505125038902
510,193,92,20,4.338482565144676,4.618056601311126
511,196,100,20,4.405920117970759,5.019626740555572
512,197,95,20,4.42839930224612,4.768645403527794
513,198,97,20,4.450878486521481,4.869037938338905
514,198,90,20,4.450878486521481,4.517664066500015
515,200,95,20,4.495836855072203,4.768645403527794
516,158,53,19,3.5517111155070404,2.6604021724944533
517,160,45,19,3.5966694840577627,2.2588320332500076
518,160,51,19,3.5966694840577627,2.5600096376833417
519,166,66,19,3.731544589709929,3.312953648766678
520,166,64,19,3.731544589709929,3.2125611139555663
521,168,69,19,3.7765029582606506,3.463542450983345
522,169,69,19,3.798982142536012,3.463542450983345
523,171,70,19,3.8439405110867337,3.513738718388901
524,171,55,19,3.8439405110867337,2.7607947073055645
525,172,56,19,3.8664196953620946,2.8109909747111206
526,173,76,19,3.8888988796374555,3.814916322822235
527,175,59,19,3.9338572481881777,2.9615797769277874
528,176,62,19,3.9563364324635386,3.112168579144455
529,177,66,19,3.9788156167388995,3.312953648766678
530,181,69,19,4.068732353840344,3.463542450983345
531,184,81,19,4.136169906666427,4.065897659850013
532,186,79,19,4.181128275217149,3.965505125038902
533,187,72,19,4.20360745949251,3.614131253200012
534,189,80,19,4.2485658280432315,4.015701392444458
535,189,86,19,4.2485658280432315,4.316878996877793
536,190,75,19,4.271045012318592,3.7647200554166793
537,195,93,19,4.3834409336953986,4.668252868716682
538,200,102,19,4.495836855072203,5.120019275366683
539,159,52,18,3.5741902997824013,2.6102059050888977
540,163,62,18,3.6641070368838453,3.112168579144455
541,165,70,18,3.709065405434568,3.513738718388901
542,166,57,18,3.731544589709929,2.861187242116676
543,167,61,18,3.7540237739852897,3.061972311738899
544,170,52,18,3.821461326811373,2.6102059050888977
545,174,66,18,3.911378063912817,3.312953648766678
546,178,85,18,4.001294801014261,4.266682729472237
547,181,71,18,4.068732353840344,3.563934985794456
549,183,67,18,4.113690722391066,3.363149916172233
550,183,100,18,4.113690722391066,5.019626740555572
551,183,95,18,4.113690722391066,4.768645403527794
552,186,73,18,4.181128275217149,3.6643275206055677
553,186,74,18,4.181128275217149,3.7145237880111237
554,186,87,18,4.181128275217149,4.367075264283348
555,187,88,18,4.20360745949251,4.417271531688904
557,189,89,18,4.2485658280432315,4.467467799094459
558,191,88,18,4.293524196593954,4.417271531688904
559,192,95,18,4.316003380869315,4.768645403527794
560,194,89,18,4.360961749420037,4.467467799094459
561,195,98,18,4.3834409336953986,4.919234205744461
562,198,91,18,4.450878486521481,4.56786033390557
563,198,96,18,4.450878486521481,4.81884167093335
564,160,62,17,3.5966694840577627,3.112168579144455
565,162,59,17,3.6416278526084844,2.9615797769277874
566,163,52,17,3.6641070368838453,2.6102059050888977
567,164,50,17,3.686586221159206,2.509813370277786
568,164,62,17,3.686586221159206,3.112168579144455
569,166,54,17,3.731544589709929,2.7105984399000094
570,170,80,17,3.821461326811373,4.015701392444458
571,175,82,17,3.9338572481881777,4.116093927255569
572,178,59,17,4.001294801014261,2.9615797769277874
573,179,64,17,4.023773985289622,3.2125611139555663
574,183,87,17,4.113690722391066,4.367075264283348
575,183,91,17,4.113690722391066,4.56786033390557
576,183,66,17,4.113690722391066,3.312953648766678
577,185,87,17,4.158649090941788,4.367075264283348
578,186,95,17,4.181128275217149,4.768645403527794
579,187,81,17,4.20360745949251,4.065897659850013
580,188,74,17,4.226086643767871,3.7145237880111237
581,188,73,17,4.226086643767871,3.6643275206055677
582,189,88,17,4.2485658280432315,4.417271531688904
583,189,85,17,4.2485658280432315,4.266682729472237
584,190,76,17,4.271045012318592,3.814916322822235
585,191,93,17,4.293524196593954,4.668252868716682
586,192,94,17,4.316003380869315,4.7184491361222385
587,193,98,17,4.338482565144676,4.919234205744461
588,193,82,17,4.338482565144676,4.116093927255569
589,193,84,17,4.338482565144676,4.216486462066681
590,196,92,17,4.405920117970759,4.618056601311126
592,157,48,16,3.5292319312316796,2.409420835466675
593,162,63,16,3.6416278526084844,3.1623648465500103
594,163,50,16,3.6641070368838453,2.509813370277786
595,164,63,16,3.686586221159206,3.1623648465500103
596,166,65,16,3.731544589709929,3.262757381361122
597,173,57,16,3.8888988796374555,2.861187242116676
598,174,55,16,3.911378063912817,2.7607947073055645
599,175,57,16,3.9338572481881777,2.861187242116676
600,178,95,16,4.001294801014261,4.768645403527794
601,179,60,16,4.023773985289622,3.0117760443333434
602,181,66,16,4.068732353840344,3.312953648766678
603,181,86,16,4.068732353840344,4.316878996877793
604,181,84,16,4.068732353840344,4.216486462066681
605,182,68,16,4.091211538115705,3.413346183577789
606,182,88,16,4.091211538115705,4.417271531688904
607,186,70,16,4.181128275217149,3.513738718388901
608,186,91,16,4.181128275217149,4.56786033390557
609,187,93,16,4.20360745949251,4.668252868716682
610,188,76,16,4.226086643767871,3.814916322822235
611,192,91,16,4.316003380869315,4.56786033390557
612,192,87,16,4.316003380869315,4.367075264283348
613,193,94,16,4.338482565144676,4.7184491361222385
614,193,100,16,4.338482565144676,5.019626740555572
615,194,96,16,4.360961749420037,4.81884167093335
616,196,96,16,4.405920117970759,4.81884167093335
617,198,89,16,4.450878486521481,4.467467799094459
618,150,48,15,3.371877641304152,2.409420835466675
619,160,59,15,3.5966694840577627,2.9615797769277874
620,162,61,15,3.6416278526084844,3.061972311738899
622,164,53,15,3.686586221159206,2.6604021724944533
623,165,47,15,3.709065405434568,2.3592245680611192
624,167,59,15,3.7540237739852897,2.9615797769277874
625,167,70,15,3.7540237739852897,3.513738718388901
626,168,50,15,3.7765029582606506,2.509813370277786
627,170,77,15,3.821461326811373,3.8651125902277905
628,171,75,15,3.8439405110867337,3.7647200554166793
629,171,61,15,3.8439405110867337,3.061972311738899
631,173,80,15,3.8888988796374555,4.015701392444458
632,174,76,15,3.911378063912817,3.814916322822235
633,176,77,15,3.9563364324635386,3.8651125902277905
634,176,79,15,3.9563364324635386,3.965505125038902
635,177,77,15,3.9788156167388995,3.8651125902277905
636,177,79,15,3.9788156167388995,3.965505125038902
638,182,87,15,4.091211538115705,4.367075264283348
639,183,89,15,4.113690722391066,4.467467799094459
640,184,89,15,4.136169906666427,4.467467799094459
641,184,83,15,4.136169906666427,4.166290194661125
642,187,73,15,4.20360745949251,3.6643275206055677
643,193,87,15,4.338482565144676,4.367075264283348
644,195,96,15,4.3834409336953986,4.81884167093335
645,195,91,15,4.3834409336953986,4.56786033390557
646,196,98,15,4.405920117970759,4.919234205744461
647,197,100,15,4.42839930224612,5.019626740555572
648,198,99,15,4.450878486521481,4.969430473150016
649,154,48,14,3.4617943784055965,2.409420835466675
650,156,48,14,3.5067527469563187,2.409420835466675
651,158,54,14,3.5517111155070404,2.7105984399000094
652,158,56,14,3.5517111155070404,2.8109909747111206
653,158,55,14,3.5517111155070404,2.7607947073055645
654,161,55,14,3.6191486683331235,2.7607947073055645
655,161,56,14,3.6191486683331235,2.8109909747111206
656,165,50,14,3.709065405434568,2.509813370277786
657,165,51,14,3.709065405434568,2.5600096376833417
658,172,54,14,3.8664196953620946,2.7105984399000094
659,172,78,14,3.8664196953620946,3.9153088576333466
660,174,58,14,3.911378063912817,2.9113835095222322
661,175,85,14,3.9338572481881777,4.266682729472237
662,176,82,14,3.9563364324635386,4.116093927255569
663,178,61,14,4.001294801014261,3.061972311738899
664,179,71,14,4.023773985289622,3.563934985794456
665,179,69,14,4.023773985289622,3.463542450983345
666,180,95,14,4.046253169564983,4.768645403527794
667,181,67,14,4.068732353840344,3.363149916172233
668,182,69,14,4.091211538115705,3.463542450983345
669,182,67,14,4.091211538115705,3.363149916172233
670,185,71,14,4.158649090941788,3.563934985794456
671,188,98,14,4.226086643767871,4.919234205744461
672,188,92,14,4.226086643767871,4.618056601311126
673,189,84,14,4.2485658280432315,4.216486462066681
674,189,74,14,4.2485658280432315,3.7145237880111237
675,190,81,14,4.271045012318592,4.065897659850013
676,190,74,14,4.271045012318592,3.7145237880111237
677,190,120,14,4.271045012318592,6.023552088666687
678,191,83,14,4.293524196593954,4.166290194661125
679,192,89,14,4.316003380869315,4.467467799094459
680,193,88,14,4.338482565144676,4.417271531688904
681,194,94,14,4.360961749420037,4.7184491361222385
682,195,86,14,4.3834409336953986,4.316878996877793
683,196,85,14,4.405920117970759,4.266682729472237
684,196,94,14,4.405920117970759,4.7184491361222385
685,198,94,14,4.450878486521481,4.7184491361222385
686,200,93,14,4.495836855072203,4.668252868716682
687,200,105,14,4.495836855072203,5.2706080775833515
690,157,50,13,3.5292319312316796,2.509813370277786
691,157,44,13,3.5292319312316796,2.208635765844452
692,157,45,13,3.5292319312316796,2.2588320332500076
693,158,45,13,3.5517111155070404,2.2588320332500076
694,159,55,13,3.5741902997824013,2.7607947073055645
695,161,60,13,3.6191486683331235,3.0117760443333434
696,161,58,13,3.6191486683331235,2.9113835095222322
697,163,51,13,3.6641070368838453,2.5600096376833417
698,163,56,13,3.6641070368838453,2.8109909747111206
699,167,53,13,3.7540237739852897,2.6604021724944533
700,168,52,13,3.7765029582606506,2.6102059050888977
701,168,73,13,3.7765029582606506,3.6643275206055677
703,169,56,13,3.798982142536012,2.8109909747111206
704,171,57,13,3.8439405110867337,2.861187242116676
705,171,69,13,3.8439405110867337,3.463542450983345
706,174,61,13,3.911378063912817,3.061972311738899
707,175,84,13,3.9338572481881777,4.216486462066681
708,175,86,13,3.9338572481881777,4.316878996877793
709,177,63,13,3.9788156167388995,3.1623648465500103
710,180,97,13,4.046253169564983,4.869037938338905
711,181,88,13,4.068732353840344,4.417271531688904
712,182,95,13,4.091211538115705,4.768645403527794
713,183,64,13,4.113690722391066,3.2125611139555663
714,183,65,13,4.113690722391066,3.262757381361122
715,184,87,13,4.136169906666427,4.367075264283348
716,184,70,13,4.136169906666427,3.513738718388901
717,187,95,13,4.20360745949251,4.768645403527794
718,187,77,13,4.20360745949251,3.8651125902277905
719,188,94,13,4.226086643767871,4.7184491361222385
720,189,87,13,4.2485658280432315,4.367075264283348
721,189,96,13,4.2485658280432315,4.81884167093335
722,191,81,13,4.293524196593954,4.065897659850013
723,191,76,13,4.293524196593954,3.814916322822235
724,191,94,13,4.293524196593954,4.7184491361222385
725,191,82,13,4.293524196593954,4.116093927255569
726,191,85,13,4.293524196593954,4.266682729472237
727,192,84,13,4.316003380869315,4.216486462066681
728,192,98,13,4.316003380869315,4.919234205744461
729,194,95,13,4.360961749420037,4.768645403527794
730,196,84,13,4.405920117970759,4.216486462066681
731,196,88,13,4.405920117970759,4.417271531688904
732,197,93,13,4.42839930224612,4.668252868716682
733,198,92,13,4.450878486521481,4.618056601311126
736,155,56,12,3.484273562680958,2.8109909747111206
737,156,52,12,3.5067527469563187,2.6102059050888977
738,157,54,12,3.5292319312316796,2.7105984399000094
739,158,51,12,3.5517111155070404,2.5600096376833417
740,159,59,12,3.5741902997824013,2.9615797769277874
741,161,48,12,3.6191486683331235,2.409420835466675
742,164,67,12,3.686586221159206,3.363149916172233
743,164,65,12,3.686586221159206,3.262757381361122
744,164,64,12,3.686586221159206,3.2125611139555663
745,165,49,12,3.709065405434568,2.4596171028722305
746,167,51,12,3.7540237739852897,2.5600096376833417
747,167,69,12,3.7540237739852897,3.463542450983345
748,168,75,12,3.7765029582606506,3.7647200554166793
749,174,80,12,3.911378063912817,4.015701392444458
750,174,59,12,3.911378063912817,2.9615797769277874
751,175,55,12,3.9338572481881777,2.7607947073055645
753,176,61,12,3.9563364324635386,3.061972311738899
754,177,62,12,3.9788156167388995,3.112168579144455
755,177,60,12,3.9788156167388995,3.0117760443333434
756,178,89,12,4.001294801014261,4.467467799094459
757,179,83,12,4.023773985289622,4.166290194661125
758,179,84,12,4.023773985289622,4.216486462066681
759,180,91,12,4.046253169564983,4.56786033390557
761,183,92,12,4.113690722391066,4.618056601311126
762,184,66,12,4.136169906666427,3.312953648766678
763,187,76,12,4.20360745949251,3.814916322822235
764,187,98,12,4.20360745949251,4.919234205744461
765,187,94,12,4.20360745949251,4.7184491361222385
766,187,78,12,4.20360745949251,3.9153088576333466
767,187,100,12,4.20360745949251,5.019626740555572
768,188,72,12,4.226086643767871,3.614131253200012
769,190,94,12,4.271045012318592,4.7184491361222385
770,190,102,12,4.271045012318592,5.120019275366683
771,190,97,12,4.271045012318592,4.869037938338905
772,191,98,12,4.293524196593954,4.919234205744461
773,194,92,12,4.360961749420037,4.618056601311126
774,194,87,12,4.360961749420037,4.367075264283348
775,194,85,12,4.360961749420037,4.266682729472237
776,195,100,12,4.3834409336953986,5.019626740555572
777,195,85,12,4.3834409336953986,4.266682729472237
778,195,89,12,4.3834409336953986,4.467467799094459
779,196,104,12,4.405920117970759,5.220411810177795
782,152,43,11,3.4168360098548747,2.1584394984388964
783,155,53,11,3.484273562680958,2.6604021724944533
784,160,47,11,3.5966694840577627,2.3592245680611192
785,165,48,11,3.709065405434568,2.409420835466675
786,165,69,11,3.709065405434568,3.463542450983345
787,166,59,11,3.731544589709929,2.9615797769277874
788,166,52,11,3.731544589709929,2.6102059050888977
789,166,50,11,3.731544589709929,2.509813370277786
790,167,73,11,3.7540237739852897,3.6643275206055677
791,168,51,11,3.7765029582606506,2.5600096376833417
792,168,72,11,3.7765029582606506,3.614131253200012
793,173,82,11,3.8888988796374555,4.116093927255569
795,176,58,11,3.9563364324635386,2.9113835095222322
796,178,58,11,4.001294801014261,2.9113835095222322
797,179,90,11,4.023773985289622,4.517664066500015
798,182,92,11,4.091211538115705,4.618056601311126
800,187,74,11,4.20360745949251,3.7145237880111237
801,187,70,11,4.20360745949251,3.513738718388901
802,187,92,11,4.20360745949251,4.618056601311126
803,188,93,11,4.226086643767871,4.668252868716682
804,188,70,11,4.226086643767871,3.513738718388901
805,189,76,11,4.2485658280432315,3.814916322822235
806,189,92,11,4.2485658280432315,4.618056601311126
807,189,91,11,4.2485658280432315,4.56786033390557
808,189,93,11,4.2485658280432315,4.668252868716682
809,192,93,11,4.316003380869315,4.668252868716682
810,192,80,11,4.316003380869315,4.015701392444458
811,192,82,11,4.316003380869315,4.116093927255569
812,193,83,11,4.338482565144676,4.166290194661125
813,194,93,11,4.360961749420037,4.668252868716682
814,195,102,11,4.3834409336953986,5.120019275366683
815,196,93,11,4.405920117970759,4.668252868716682
816,197,89,11,4.42839930224612,4.467467799094459
817,198,93,11,4.450878486521481,4.668252868716682
818,198,95,11,4.450878486521481,4.768645403527794
819,202,100,11,4.540795223622925,5.019626740555572
820,202,90,11,4.540795223622925,4.517664066500015
821,203,95,11,4.563274407898286,4.768645403527794
822,203,105,11,4.563274407898286,5.2706080775833515
823,156,46,10,3.5067527469563187,2.309028300655563
824,157,53,10,3.5292319312316796,2.6604021724944533
825,159,51,10,3.5741902997824013,2.5600096376833417
826,160,66,10,3.5966694840577627,3.312953648766678
827,160,65,10,3.5966694840577627,3.262757381361122
828,160,53,10,3.5966694840577627,2.6604021724944533
829,161,62,10,3.6191486683331235,3.112168579144455
830,162,62,10,3.6416278526084844,3.112168579144455
831,162,45,10,3.6416278526084844,2.2588320332500076
832,163,65,10,3.6641070368838453,3.262757381361122
