,Height,Weight,Medal_Counts
2248,176.0,95.0,1
2249,176.0,105.0,1
2250,176.0,94.0,1
2251,176.0,175.0,1
2252,176.0,69.5,1
2253,176.0,89.0,1
2254,176.0,79.5,1
2255,176.0,136.0,1
2256,176.0,91.0,1
2257,176.0,48.0,1
2258,176.0,104.5,1
2259,176.0,51.0,1
2260,176.0,100.0,1
2261,176.0,92.0,1
2262,176.0,55.0,1
2263,177.0,96.0,1
2264,177.0,59.0,1
2265,177.0,52.0,1
2266,177.0,69.5,1
2267,177.0,55.0,1
2268,177.0,100.0,1
2269,177.0,51.0,1
2270,178.0,52.0,1
2271,178.0,107.0,1
2272,178.0,76.5,1
2273,178.0,106.0,1
2274,178.0,53.0,1
2275,178.0,79.5,1
2276,178.0,54.0,1
2277,178.0,67.5,1
2278,179.0,108.5,1
2279,179.0,77.5,1
2280,179.0,100.0,1
2281,179.0,94.0,1
2282,179.0,97.0,1
2283,179.0,65.5,1
2284,179.0,93.0,1
2285,179.0,66.5,1
2286,179.0,103.0,1
2287,179.0,57.0,1
2288,179.0,105.0,1
2289,179.0,56.0,1
2290,179.0,58.0,1
2291,179.0,98.0,1
2292,180.0,140.0,1
2293,180.0,113.0,1
2294,180.0,82.5,1
2295,180.0,115.0,1
2296,180.0,101.0,1
2297,180.0,127.0,1
2298,180.0,70.5,1
2299,180.0,107.0,1
2300,180.0,111.0,1
2301,180.0,123.0,1
2302,180.0,125.0,1
2303,180.0,99.0,1
2304,180.0,110.0,1
2305,180.0,138.0,1
2306,181.0,128.0,1
2307,181.0,167.0,1
2308,181.0,73.5,1
2309,182.0,60.0,1
2310,182.0,96.0,1
2311,182.0,147.0,1
2312,182.0,112.0,1
2313,182.0,84.5,1
2314,182.0,106.0,1
2315,182.0,97.0,1
2316,182.0,140.0,1
2317,182.0,120.0,1
2318,182.0,94.0,1
2319,182.0,128.0,1
2320,182.0,54.0,1
2321,183.0,134.0,1
2322,183.0,69.5,1
2323,183.0,57.0,1
2324,183.0,118.0,1
2325,183.0,59.0,1
2326,184.0,62.0,1
2327,184.0,110.0,1
2328,184.0,99.0,1
2329,184.0,88.5,1
2330,184.0,101.0,1
2331,184.0,142.0,1
2332,184.0,113.0,1
2333,184.0,65.0,1
2334,184.0,91.5,1
2335,184.0,77.5,1
2336,184.0,83.5,1
2337,185.0,77.5,1
2338,185.0,116.0,1
2339,185.0,108.0,1
2340,185.0,61.0,1
2341,185.0,109.0,1
2342,185.0,132.0,1
2343,185.0,130.0,1
2344,185.0,57.0,1
2345,185.0,137.0,1
2346,185.0,93.5,1
2347,185.0,60.0,1
2348,185.0,140.0,1
2349,185.0,115.0,1
2350,185.0,92.5,1
2351,185.0,59.0,1
2352,186.0,112.0,1
2353,186.0,128.0,1
2354,186.0,99.0,1
2355,186.0,65.0,1
2356,186.0,,1
2357,186.0,63.0,1
2358,186.0,125.0,1
2359,187.0,130.0,1
2360,187.0,104.0,1
2361,187.0,65.0,1
2362,187.0,86.5,1
2363,187.0,102.0,1
2364,187.0,67.0,1
2365,187.0,112.0,1
2366,187.0,106.0,1
2367,187.0,66.0,1
2368,187.0,126.0,1
2369,187.0,128.0,1
2370,187.0,103.0,1
2371,188.0,59.0,1
2372,188.0,89.5,1
2373,188.0,141.0,1
2374,188.0,86.5,1
2375,188.0,134.0,1
2376,188.0,67.0,1
2377,188.0,108.0,1
2378,188.0,64.0,1
2379,188.0,125.0,1
2380,188.0,145.0,1
2381,188.0,135.5,1
2382,188.0,115.0,1
2383,188.0,63.0,1
2384,188.0,106.0,1
2385,188.0,135.0,1
2386,188.0,114.0,1
2387,188.0,69.0,1
2388,189.0,106.0,1
2389,189.0,99.0,1
2390,189.0,105.0,1
2391,189.0,120.0,1
2392,189.0,127.0,1
2393,189.0,108.0,1
2394,189.0,125.0,1
2395,189.0,140.0,1
2396,190.0,109.0,1
2397,190.0,115.0,1
2398,190.0,123.0,1
2399,190.0,89.5,1
2400,190.0,63.0,1
2401,190.0,132.0,1
2402,190.0,66.0,1
2403,190.0,107.0,1
2404,190.0,103.0,1
2405,190.0,135.0,1
2406,190.0,67.0,1
2407,190.0,64.0,1
2408,190.0,69.0,1
2409,190.0,68.0,1
2410,190.0,130.0,1
2411,191.0,125.0,1
2412,191.0,110.0,1
2413,191.0,103.0,1
2414,191.0,99.0,1
2415,191.0,74.0,1
2416,191.0,114.0,1
2417,191.0,115.0,1
2418,191.0,71.0,1
2419,191.0,112.0,1
2420,191.0,123.0,1
2421,191.0,116.0,1
2422,191.0,130.0,1
2423,191.0,118.0,1
2424,191.0,108.0,1
2425,192.0,126.0,1
2426,192.0,117.0,1
2427,192.0,67.0,1
2428,192.0,131.0,1
2429,192.0,81.0,1
2430,192.0,106.0,1
2431,192.0,83.5,1
2432,192.0,160.0,1
2433,192.0,130.0,1
2434,192.0,77.0,1
2435,192.0,156.0,1
2436,192.0,74.0,1
2437,192.0,101.0,1
2438,193.0,106.0,1
2439,193.0,154.0,1
2440,193.0,64.0,1
2441,193.0,126.0,1
2442,193.0,70.0,1
2443,193.0,125.0,1
2444,193.0,116.0,1
2445,193.0,74.0,1
2446,194.0,109.0,1
2447,194.0,71.0,1
2448,194.0,79.0,1
2449,194.0,146.0,1
2450,194.0,81.0,1
2451,194.0,115.0,1
2452,194.0,135.0,1
2453,194.0,75.0,1
2454,194.0,86.0,1
2455,194.0,74.0,1
2456,194.0,72.0,1
2457,194.0,118.0,1
2458,194.0,110.0,1
2459,194.0,,1
2460,194.0,105.0,1
2461,194.0,120.0,1
2462,195.0,106.0,1
2463,195.0,121.0,1
2464,195.0,125.0,1
2465,195.0,62.0,1
2466,195.0,73.0,1
2467,195.0,81.0,1
2468,195.0,109.0,1
2469,196.0,107.0,1
2470,196.0,113.0,1
2471,196.0,114.0,1
2472,196.0,182.0,1
2473,196.0,,1
2474,196.0,74.0,1
2475,196.0,102.5,1
2476,196.0,124.0,1
2477,196.0,106.0,1
2478,196.0,72.0,1
2479,197.0,107.0,1
2480,197.0,160.0,1
2481,197.0,108.0,1
2482,197.0,102.0,1
2483,197.0,114.0,1
2484,197.0,105.0,1
2485,198.0,109.0,1
2486,198.0,70.0,1
2487,198.0,81.0,1
2488,198.0,117.0,1
2489,198.0,120.0,1
2490,198.0,78.0,1
2491,198.0,107.0,1
2492,198.0,84.0,1
2493,198.0,108.0,1
2494,199.0,88.0,1
2495,199.0,108.0,1
2496,199.0,89.0,1
2497,199.0,91.0,1
2498,199.0,80.0,1
2499,199.0,115.0,1
2500,199.0,78.0,1
2501,199.0,75.0,1
2502,199.0,97.0,1
2503,199.0,118.0,1
2504,200.0,119.0,1
2505,200.0,125.0,1
2506,200.0,111.0,1
2507,200.0,128.0,1
2508,200.0,108.0,1
2509,200.0,101.0,1
2510,201.0,126.0,1
2511,201.0,108.0,1
2512,201.0,83.0,1
2513,201.0,109.0,1
2514,201.0,84.0,1
2515,201.0,85.0,1
2516,201.0,125.0,1
2517,201.0,97.0,1
2518,201.0,94.0,1
2519,201.0,75.0,1
2520,201.0,103.0,1
2521,201.0,107.0,1
2522,201.0,130.0,1
2523,202.0,109.0,1
2524,202.0,82.0,1
2525,202.0,92.0,1
2526,202.0,102.0,1
2527,203.0,,1
2528,203.0,90.0,1
2529,203.0,112.0,1
2530,203.0,130.0,1
2531,203.0,80.0,1
2532,203.0,86.0,1
2533,203.0,84.0,1
2534,203.0,99.0,1
2535,203.0,108.0,1
2536,203.0,107.0,1
2537,204.0,94.0,1
2538,204.0,112.0,1
2539,204.0,132.0,1
2540,204.0,120.0,1
2541,204.0,111.0,1
2542,204.0,101.0,1
2543,204.0,103.0,1
2544,204.0,107.0,1
2545,205.0,92.0,1
2546,205.0,86.0,1
2547,205.0,108.0,1
2548,205.0,106.0,1
2549,205.0,118.0,1
2550,205.0,103.0,1
2551,206.0,114.0,1
2552,206.0,99.0,1
2553,206.0,88.0,1
2554,206.0,,1
2555,206.0,106.0,1
2556,206.0,109.0,1
2557,206.0,90.0,1
2558,206.0,110.0,1
2559,207.0,110.0,1
2560,207.0,103.0,1
2561,207.0,90.0,1
2562,207.0,92.0,1
2563,207.0,96.0,1
2564,207.0,109.0,1
2565,208.0,97.0,1
2566,208.0,118.0,1
2567,208.0,90.0,1
2568,208.0,98.0,1
2569,208.0,93.0,1
2570,209.0,103.0,1
2571,209.0,115.0,1
2572,209.0,114.0,1
2573,209.0,93.0,1
2574,209.0,100.0,1
2575,210.0,124.0,1
2576,210.0,104.0,1
2577,210.0,118.0,1
2578,210.0,112.0,1
2579,210.0,122.0,1
2580,210.0,108.0,1
2581,210.0,140.0,1
2582,211.0,107.0,1
2583,211.0,122.0,1
2584,211.0,113.0,1
2585,211.0,97.0,1
2586,212.0,110.0,1
2587,212.0,100.0,1
2588,212.0,95.0,1
2589,212.0,97.0,1
2590,213.0,130.0,1
2591,213.0,102.0,1
2592,213.0,104.0,1
2593,213.0,117.0,1
2594,214.0,135.0,1
2595,214.0,126.0,1
2596,215.0,90.0,1
2597,215.0,101.0,1
2598,216.0,113.0,1
2599,216.0,137.0,1
2600,218.0,110.0,1
2601,219.0,104.0,1
2602,220.0,112.0,1
2603,223.0,102.0,1
